1184669:
 num     #instances         #bytes  class name (module)
6319:             1             16  net.minecraft.client.renderer.RenderStateShard$$Lambda$4727/0x0000000800cb3290 (minecraft@1.20.1)
6320:             1             16  net.minecraft.client.renderer.RenderStateShard$$Lambda$4728/0x0000000800cb34b0 (minecraft@1.20.1)
6321:             1             16  net.minecraft.client.renderer.RenderStateShard$$Lambda$4729/0x0000000800cb36d0 (minecraft@1.20.1)
6322:             1             16  net.minecraft.client.renderer.RenderStateShard$$Lambda$4730/0x0000000800cb38f0 (minecraft@1.20.1)
6323:             1             16  net.minecraft.client.renderer.RenderStateShard$$Lambda$4731/0x0000000800cb3b10 (minecraft@1.20.1)
6324:             1             16  net.minecraft.client.renderer.RenderStateShard$$Lambda$4732/0x0000000800cb3d30 (minecraft@1.20.1)
6325:             1             16  net.minecraft.client.renderer.RenderStateShard$$Lambda$4733/0x0000000800cb3f50 (minecraft@1.20.1)
6326:             1             16  net.minecraft.client.renderer.RenderStateShard$$Lambda$4734/0x0000000800cb4170 (minecraft@1.20.1)
6327:             1             16  net.minecraft.client.renderer.RenderStateShard$$Lambda$4735/0x0000000800cb4390 (minecraft@1.20.1)
6328:             1             16  net.minecraft.client.renderer.RenderStateShard$$Lambda$4736/0x0000000800cb45b0 (minecraft@1.20.1)
6329:             1             16  net.minecraft.client.renderer.RenderStateShard$$Lambda$4737/0x0000000800cb47d0 (minecraft@1.20.1)
6330:             1             16  net.minecraft.client.renderer.RenderStateShard$$Lambda$4740/0x0000000800cb5cb0 (minecraft@1.20.1)
6331:             1             16  net.minecraft.client.renderer.RenderStateShard$$Lambda$4743/0x0000000800cb6318 (minecraft@1.20.1)
6332:             1             16  net.minecraft.client.renderer.RenderStateShard$$Lambda$4744/0x0000000800cb6538 (minecraft@1.20.1)
6333:             1             16  net.minecraft.client.renderer.RenderStateShard$$Lambda$4745/0x0000000800cb6758 (minecraft@1.20.1)
6334:             1             16  net.minecraft.client.renderer.RenderStateShard$$Lambda$4746/0x0000000800cb6978 (minecraft@1.20.1)
6335:             1             16  net.minecraft.client.renderer.RenderStateShard$$Lambda$4747/0x0000000800cb6b98 (minecraft@1.20.1)
6336:             1             16  net.minecraft.client.renderer.RenderStateShard$$Lambda$4748/0x0000000800cb6db8 (minecraft@1.20.1)
6337:             1             16  net.minecraft.client.renderer.RenderStateShard$$Lambda$4749/0x0000000800cb6fd8 (minecraft@1.20.1)
6338:             1             16  net.minecraft.client.renderer.RenderStateShard$$Lambda$4750/0x0000000800cb71f8 (minecraft@1.20.1)
6339:             1             16  net.minecraft.client.renderer.RenderStateShard$$Lambda$4751/0x0000000800cb7418 (minecraft@1.20.1)
6340:             1             16  net.minecraft.client.renderer.RenderStateShard$$Lambda$4752/0x0000000800cb7638 (minecraft@1.20.1)
6341:             1             16  net.minecraft.client.renderer.RenderStateShard$$Lambda$4753/0x0000000800cb7858 (minecraft@1.20.1)
6342:             1             16  net.minecraft.client.renderer.RenderStateShard$$Lambda$4754/0x0000000800cb7a78 (minecraft@1.20.1)
6343:             1             16  net.minecraft.client.renderer.RenderStateShard$$Lambda$4755/0x0000000800cb7c98 (minecraft@1.20.1)
6344:             1             16  net.minecraft.client.renderer.RenderStateShard$$Lambda$4756/0x0000000800cb8000 (minecraft@1.20.1)
6345:             1             16  net.minecraft.client.renderer.RenderStateShard$$Lambda$4757/0x0000000800cb8220 (minecraft@1.20.1)
6346:             1             16  net.minecraft.client.renderer.RenderStateShard$$Lambda$4758/0x0000000800cb8440 (minecraft@1.20.1)
6347:             1             16  net.minecraft.client.renderer.RenderStateShard$$Lambda$4759/0x0000000800cb8660 (minecraft@1.20.1)
6348:             1             16  net.minecraft.client.renderer.RenderStateShard$$Lambda$4760/0x0000000800cb8880 (minecraft@1.20.1)
6349:             1             16  net.minecraft.client.renderer.RenderStateShard$$Lambda$4761/0x0000000800cb8aa0 (minecraft@1.20.1)
6350:             1             16  net.minecraft.client.renderer.RenderStateShard$$Lambda$4762/0x0000000800cb8cc0 (minecraft@1.20.1)
6351:             1             16  net.minecraft.client.renderer.RenderStateShard$$Lambda$4763/0x0000000800cb8ee0 (minecraft@1.20.1)
6352:             1             16  net.minecraft.client.renderer.RenderStateShard$$Lambda$4764/0x0000000800cb9100 (minecraft@1.20.1)
6353:             1             16  net.minecraft.client.renderer.RenderStateShard$$Lambda$4765/0x0000000800cb9320 (minecraft@1.20.1)
6354:             1             16  net.minecraft.client.renderer.RenderStateShard$$Lambda$4766/0x0000000800cb9540 (minecraft@1.20.1)
6355:             1             16  net.minecraft.client.renderer.RenderStateShard$$Lambda$4767/0x0000000800cb9760 (minecraft@1.20.1)
6356:             1             16  net.minecraft.client.renderer.RenderStateShard$$Lambda$4768/0x0000000800cb9980 (minecraft@1.20.1)
6357:             1             16  net.minecraft.client.renderer.RenderStateShard$$Lambda$4769/0x0000000800cb9ba0 (minecraft@1.20.1)
6358:             1             16  net.minecraft.client.renderer.RenderStateShard$$Lambda$4770/0x0000000800cb9dc0 (minecraft@1.20.1)
6359:             1             16  net.minecraft.client.renderer.RenderStateShard$$Lambda$4771/0x0000000800cb9fe0 (minecraft@1.20.1)
6360:             1             16  net.minecraft.client.renderer.RenderStateShard$$Lambda$4772/0x0000000800cba200 (minecraft@1.20.1)
6361:             1             16  net.minecraft.client.renderer.RenderStateShard$$Lambda$4773/0x0000000800cba420 (minecraft@1.20.1)
6362:             1             16  net.minecraft.client.renderer.RenderStateShard$$Lambda$4774/0x0000000800cba640 (minecraft@1.20.1)
6363:             1             16  net.minecraft.client.renderer.RenderStateShard$$Lambda$4775/0x0000000800cba860 (minecraft@1.20.1)
6364:             1             16  net.minecraft.client.renderer.RenderStateShard$$Lambda$4776/0x0000000800cbaa80 (minecraft@1.20.1)
6365:             1             16  net.minecraft.client.renderer.RenderStateShard$$Lambda$4777/0x0000000800cbaca0 (minecraft@1.20.1)
6366:             1             16  net.minecraft.client.renderer.RenderStateShard$$Lambda$4778/0x0000000800cbaec0 (minecraft@1.20.1)
6367:             1             16  net.minecraft.client.renderer.RenderStateShard$$Lambda$4779/0x0000000800cbb0e0 (minecraft@1.20.1)
6368:             1             16  net.minecraft.client.renderer.RenderStateShard$$Lambda$4780/0x0000000800cbb300 (minecraft@1.20.1)
6369:             1             16  net.minecraft.client.renderer.RenderStateShard$$Lambda$4781/0x0000000800cbb520 (minecraft@1.20.1)
6370:             1             16  net.minecraft.client.renderer.RenderStateShard$$Lambda$4782/0x0000000800cbb740 (minecraft@1.20.1)
6371:             1             16  net.minecraft.client.renderer.RenderStateShard$$Lambda$4783/0x0000000800cbb960 (minecraft@1.20.1)
6372:             1             16  net.minecraft.client.renderer.RenderStateShard$$Lambda$4784/0x0000000800cbbb80 (minecraft@1.20.1)
6373:             1             16  net.minecraft.client.renderer.RenderStateShard$$Lambda$4785/0x0000000800cbbda0 (minecraft@1.20.1)
6374:             1             16  net.minecraft.client.renderer.RenderStateShard$$Lambda$4786/0x0000000800cbbfc0 (minecraft@1.20.1)
6375:             1             16  net.minecraft.client.renderer.RenderStateShard$$Lambda$4787/0x0000000800cbc1e0 (minecraft@1.20.1)
6376:             1             16  net.minecraft.client.renderer.RenderStateShard$$Lambda$4788/0x0000000800cbc400 (minecraft@1.20.1)
6377:             1             16  net.minecraft.client.renderer.RenderStateShard$$Lambda$4789/0x0000000800cbc620 (minecraft@1.20.1)
6378:             1             16  net.minecraft.client.renderer.RenderStateShard$$Lambda$4790/0x0000000800cbc840 (minecraft@1.20.1)
6379:             1             16  net.minecraft.client.renderer.RenderStateShard$$Lambda$4791/0x0000000800cbca60 (minecraft@1.20.1)
6380:             1             16  net.minecraft.client.renderer.RenderStateShard$$Lambda$4792/0x0000000800cbcc80 (minecraft@1.20.1)
6381:             1             16  net.minecraft.client.renderer.RenderStateShard$$Lambda$4793/0x0000000800cbcea0 (minecraft@1.20.1)
6382:             1             16  net.minecraft.client.renderer.RenderStateShard$$Lambda$4794/0x0000000800cbd0c0 (minecraft@1.20.1)
6383:             1             16  net.minecraft.client.renderer.RenderStateShard$$Lambda$4795/0x0000000800cbd2e0 (minecraft@1.20.1)
6384:             1             16  net.minecraft.client.renderer.RenderStateShard$$Lambda$4796/0x0000000800cbd500 (minecraft@1.20.1)
6385:             1             16  net.minecraft.client.renderer.RenderStateShard$$Lambda$4801/0x0000000800cbee10 (minecraft@1.20.1)
6386:             1             16  net.minecraft.client.renderer.RenderStateShard$$Lambda$4802/0x0000000800cbf030 (minecraft@1.20.1)
6387:             1             16  net.minecraft.client.renderer.RenderStateShard$$Lambda$4803/0x0000000800cbf250 (minecraft@1.20.1)
6388:             1             16  net.minecraft.client.renderer.RenderStateShard$$Lambda$4804/0x0000000800cbf470 (minecraft@1.20.1)
6389:             1             16  net.minecraft.client.renderer.RenderStateShard$$Lambda$4805/0x0000000800cbf690 (minecraft@1.20.1)
6390:             1             16  net.minecraft.client.renderer.RenderStateShard$$Lambda$4806/0x0000000800cbf8b0 (minecraft@1.20.1)
6391:             1             16  net.minecraft.client.renderer.RenderStateShard$$Lambda$4817/0x0000000800d05fe0 (minecraft@1.20.1)
6392:             1             16  net.minecraft.client.renderer.RenderStateShard$$Lambda$4818/0x0000000800d06200 (minecraft@1.20.1)
6393:             1             16  net.minecraft.client.renderer.RenderStateShard$$Lambda$4819/0x0000000800d06420 (minecraft@1.20.1)
6394:             1             16  net.minecraft.client.renderer.RenderStateShard$$Lambda$4820/0x0000000800d06640 (minecraft@1.20.1)
6395:             1             16  net.minecraft.client.renderer.RenderStateShard$$Lambda$4821/0x0000000800d06860 (minecraft@1.20.1)
6396:             1             16  net.minecraft.client.renderer.RenderStateShard$$Lambda$4822/0x0000000800d06a80 (minecraft@1.20.1)
6397:             1             16  net.minecraft.client.renderer.RenderStateShard$$Lambda$4823/0x0000000800d06ec0 (minecraft@1.20.1)
6398:             1             16  net.minecraft.client.renderer.RenderStateShard$$Lambda$4824/0x0000000800d070e0 (minecraft@1.20.1)
6399:             1             16  net.minecraft.client.renderer.RenderStateShard$$Lambda$4825/0x0000000800d07300 (minecraft@1.20.1)
6400:             1             16  net.minecraft.client.renderer.RenderStateShard$$Lambda$4826/0x0000000800d07520 (minecraft@1.20.1)
6401:             1             16  net.minecraft.client.renderer.RenderStateShard$$Lambda$4827/0x0000000800d07740 (minecraft@1.20.1)
6402:             1             16  net.minecraft.client.renderer.RenderStateShard$$Lambda$4828/0x0000000800d07960 (minecraft@1.20.1)
6403:             1             16  net.minecraft.client.renderer.RenderStateShard$$Lambda$4829/0x0000000800d07b80 (minecraft@1.20.1)
6404:             1             16  net.minecraft.client.renderer.RenderStateShard$$Lambda$4830/0x0000000800d07da0 (minecraft@1.20.1)
6405:             1             16  net.minecraft.client.renderer.RenderStateShard$$Lambda$4831/0x0000000800d02000 (minecraft@1.20.1)
6406:             1             16  net.minecraft.client.renderer.RenderStateShard$$Lambda$4832/0x0000000800d02220 (minecraft@1.20.1)
6407:             1             16  net.minecraft.client.renderer.RenderStateShard$$Lambda$4833/0x0000000800d02440 (minecraft@1.20.1)
6408:             1             16  net.minecraft.client.renderer.RenderStateShard$$Lambda$4834/0x0000000800d02660 (minecraft@1.20.1)
6409:             1             16  net.minecraft.client.renderer.RenderStateShard$$Lambda$4835/0x0000000800d02880 (minecraft@1.20.1)
6410:             1             16  net.minecraft.client.renderer.RenderStateShard$$Lambda$4836/0x0000000800d02aa0 (minecraft@1.20.1)
6411:             1             16  net.minecraft.client.renderer.RenderStateShard$$Lambda$4839/0x0000000800d03550 (minecraft@1.20.1)
6412:             1             16  net.minecraft.client.renderer.RenderStateShard$$Lambda$4840/0x0000000800d03770 (minecraft@1.20.1)
6413:             1             16  net.minecraft.client.renderer.RenderStateShard$$Lambda$4841/0x0000000800d03990 (minecraft@1.20.1)
6414:             1             16  net.minecraft.client.renderer.RenderStateShard$$Lambda$4842/0x0000000800d03bb0 (minecraft@1.20.1)
6415:             1             16  net.minecraft.client.renderer.RenderStateShard$EmptyTextureStateShard$$Lambda$4799/0x0000000800cbe9d0 (minecraft@1.20.1)
6416:             1             16  net.minecraft.client.renderer.RenderStateShard$EmptyTextureStateShard$$Lambda$4800/0x0000000800cbebf0 (minecraft@1.20.1)
6417:             1             16  net.minecraft.client.renderer.RenderStateShard$MultiTextureStateShard$$Lambda$4884/0x0000000800d10f70 (minecraft@1.20.1)
6418:             1             16  net.minecraft.client.renderer.RenderStateShard$MultiTextureStateShard$$Lambda$4885/0x0000000800d11190 (minecraft@1.20.1)
6419:             1             16  net.minecraft.client.renderer.RenderStateShard$ShaderStateShard$$Lambda$4738/0x0000000800cb4c10 (minecraft@1.20.1)
6420:             1             16  net.minecraft.client.renderer.RenderStateShard$ShaderStateShard$$Lambda$4739/0x0000000800cb4e30 (minecraft@1.20.1)
6421:             1             16  net.minecraft.client.renderer.RenderStateShard$ShaderStateShard$$Lambda$4742/0x0000000800cb60f8 (minecraft@1.20.1)
6422:             1             16  net.minecraft.client.renderer.RenderStateShard$TextureStateShard$$Lambda$4798/0x0000000800cbe7b0 (minecraft@1.20.1)
6423:             1             16  net.minecraft.client.renderer.RenderType$$Lambda$4860/0x0000000800d0f830 (minecraft@1.20.1)
6424:             1             16  net.minecraft.client.renderer.RenderType$$Lambda$4861/0x0000000800d0fcc0 (minecraft@1.20.1)
6425:             1             16  net.minecraft.client.renderer.RenderType$$Lambda$4862/0x0000000800d0a000 (minecraft@1.20.1)
6426:             1             16  net.minecraft.client.renderer.RenderType$$Lambda$4863/0x0000000800d0a240 (minecraft@1.20.1)
6427:             1             16  net.minecraft.client.renderer.RenderType$$Lambda$4864/0x0000000800d0a470 (minecraft@1.20.1)
6428:             1             16  net.minecraft.client.renderer.RenderType$$Lambda$4865/0x0000000800d0a6a0 (minecraft@1.20.1)
6429:             1             16  net.minecraft.client.renderer.RenderType$$Lambda$4866/0x0000000800d0a8e0 (minecraft@1.20.1)
6430:             1             16  net.minecraft.client.renderer.RenderType$$Lambda$4867/0x0000000800d0ab20 (minecraft@1.20.1)
6431:             1             16  net.minecraft.client.renderer.RenderType$$Lambda$4868/0x0000000800d0ad50 (minecraft@1.20.1)
6432:             1             16  net.minecraft.client.renderer.RenderType$$Lambda$4869/0x0000000800d0af80 (minecraft@1.20.1)
6433:             1             16  net.minecraft.client.renderer.RenderType$$Lambda$4870/0x0000000800d0b1c0 (minecraft@1.20.1)
6434:             1             16  net.minecraft.client.renderer.RenderType$$Lambda$4871/0x0000000800d0b3f0 (minecraft@1.20.1)
6435:             1             16  net.minecraft.client.renderer.RenderType$$Lambda$4872/0x0000000800d0b630 (minecraft@1.20.1)
6436:             1             16  net.minecraft.client.renderer.RenderType$$Lambda$4873/0x0000000800d0b870 (minecraft@1.20.1)
6437:             1             16  net.minecraft.client.renderer.RenderType$$Lambda$4874/0x0000000800d0bab0 (minecraft@1.20.1)
6438:             1             16  net.minecraft.client.renderer.RenderType$$Lambda$4875/0x0000000800d0bcf0 (minecraft@1.20.1)
6439:             1             16  net.minecraft.client.renderer.RenderType$$Lambda$4876/0x0000000800d09db0 (minecraft@1.20.1)
6440:             1             16  net.minecraft.client.renderer.RenderType$$Lambda$4877/0x0000000800d08800 (minecraft@1.20.1)
6441:             1             16  net.minecraft.client.renderer.RenderType$$Lambda$4878/0x0000000800d08a40 (minecraft@1.20.1)
6442:             1             16  net.minecraft.client.renderer.RenderType$$Lambda$4879/0x0000000800d08c80 (minecraft@1.20.1)
6443:             1             16  net.minecraft.client.renderer.RenderType$$Lambda$4880/0x0000000800d10000 (minecraft@1.20.1)
6444:             1             16  net.minecraft.client.renderer.RenderType$$Lambda$4881/0x0000000800d10240 (minecraft@1.20.1)
6445:             1             16  net.minecraft.client.renderer.RenderType$$Lambda$4882/0x0000000800d10480 (minecraft@1.20.1)
6446:             1             16  net.minecraft.client.renderer.RenderType$$Lambda$4886/0x0000000800d113d0 (minecraft@1.20.1)
6447:             1             16  net.minecraft.client.renderer.RenderType$CompositeRenderType$$Lambda$4855/0x0000000800d0eae0 (minecraft@1.20.1)
6448:             1             16  net.minecraft.client.renderer.RenderType$CompositeRenderType$$Lambda$6061/0x0000000800ede000 (minecraft@1.20.1)
6449:             1             16  net.minecraft.client.renderer.RenderType$CompositeRenderType$$Lambda$6062/0x0000000800ede230 (minecraft@1.20.1)
6450:             1             16  net.minecraft.client.renderer.Sheets$$Lambda$4964/0x0000000800d32720 (minecraft@1.20.1)
6451:             1             16  net.minecraft.client.renderer.Sheets$$Lambda$4965/0x0000000800d32960 (minecraft@1.20.1)
6452:             1             16  net.minecraft.client.renderer.Sheets$$Lambda$4966/0x0000000800d32ba0 (minecraft@1.20.1)
6453:             1             16  net.minecraft.client.renderer.Sheets$$Lambda$4967/0x0000000800d32de0 (minecraft@1.20.1)
6454:             1             16  net.minecraft.client.renderer.Sheets$$Lambda$4968/0x0000000800d33020 (minecraft@1.20.1)
6455:             1             16  net.minecraft.client.renderer.Sheets$$Lambda$4969/0x0000000800d33260 (minecraft@1.20.1)
6456:             1             16  net.minecraft.client.renderer.Sheets$$Lambda$4970/0x0000000800d334a0 (minecraft@1.20.1)
6457:             1             16  net.minecraft.client.renderer.Sheets$$Lambda$4971/0x0000000800d336c0 (minecraft@1.20.1)
6458:             1             16  net.minecraft.client.renderer.Sheets$$Lambda$4972/0x0000000800d33af8 (minecraft@1.20.1)
6459:             1             16  net.minecraft.client.renderer.VirtualScreen$$Lambda$4571/0x0000000800c220a8 (minecraft@1.20.1)
6460:             1             16  net.minecraft.client.renderer.block.ModelBlockRenderer$$Lambda$4996/0x0000000800d58000 (minecraft@1.20.1)
6461:             1             16  net.minecraft.client.renderer.block.model.BlockModel$Deserializer (minecraft@1.20.1)
6462:             1             16  net.minecraft.client.renderer.block.model.BlockModelDefinition$Deserializer (minecraft@1.20.1)
6463:             1             16  net.minecraft.client.renderer.block.model.ItemOverride$Deserializer$$Lambda$5517/0x0000000800e2d620 (minecraft@1.20.1)
6464:             1             16  net.minecraft.client.renderer.block.model.ItemOverrides$$Lambda$5651/0x0000000800e54bc8 (minecraft@1.20.1)
6465:             1             16  net.minecraft.client.renderer.block.model.ItemOverrides$$Lambda$5652/0x0000000800e54e08 (minecraft@1.20.1)
6466:             1             16  net.minecraft.client.renderer.block.model.ItemOverrides$$Lambda$5653/0x0000000800e55048 (minecraft@1.20.1)
6467:             1             16  net.minecraft.client.renderer.block.model.ItemOverrides$$Lambda$5655/0x0000000800e558b0 (minecraft@1.20.1)
6468:             1             16  net.minecraft.client.renderer.block.model.MultiVariant$$Lambda$5560/0x0000000800e37300 (minecraft@1.20.1)
6469:             1             16  net.minecraft.client.renderer.block.model.MultiVariant$$Lambda$5619/0x0000000800e41f78 (minecraft@1.20.1)
6470:             1             16  net.minecraft.client.renderer.block.model.MultiVariant$Deserializer (minecraft@1.20.1)
6471:             1             16  net.minecraft.client.renderer.block.model.Variant$Deserializer (minecraft@1.20.1)
6472:             1             16  net.minecraft.client.renderer.block.model.multipart.Condition$$Lambda$5609/0x0000000800e406f8 (minecraft@1.20.1)
6473:             1             16  net.minecraft.client.renderer.block.model.multipart.Condition$$Lambda$5610/0x0000000800e40918 (minecraft@1.20.1)
6474:             1             16  net.minecraft.client.renderer.block.model.multipart.Condition$$Lambda$5611/0x0000000800e40b38 (minecraft@1.20.1)
6475:             1             16  net.minecraft.client.renderer.block.model.multipart.MultiPart$$Lambda$5569/0x0000000800e3d168 (minecraft@1.20.1)
6476:             1             16  net.minecraft.client.renderer.block.model.multipart.MultiPart$Deserializer (minecraft@1.20.1)
6477:             1             16  net.minecraft.client.renderer.block.model.multipart.Selector$Deserializer (minecraft@1.20.1)
6478:             1             16  net.minecraft.client.renderer.block.model.multipart.Selector$Deserializer$$Lambda$5566/0x0000000800e3c898 (minecraft@1.20.1)
6479:             1             16  net.minecraft.client.renderer.block.model.multipart.Selector$Deserializer$$Lambda$5604/0x0000000800e39b68 (minecraft@1.20.1)
6480:             1             16  net.minecraft.client.renderer.block.model.multipart.Selector$Deserializer$$Lambda$5605/0x0000000800e39da8 (minecraft@1.20.1)
6481:             1             16  net.minecraft.client.renderer.blockentity.BeaconRenderer (minecraft@1.20.1)
6482:             1             16  net.minecraft.client.renderer.blockentity.BellRenderer (minecraft@1.20.1)
6483:             1             16  net.minecraft.client.renderer.blockentity.BlockEntityRenderers$$Lambda$5697/0x0000000800e74960 (minecraft@1.20.1)
6484:             1             16  net.minecraft.client.renderer.blockentity.BlockEntityRenderers$$Lambda$5698/0x0000000800e74b80 (minecraft@1.20.1)
6485:             1             16  net.minecraft.client.renderer.blockentity.BlockEntityRenderers$$Lambda$5699/0x0000000800e75008 (minecraft@1.20.1)
6486:             1             16  net.minecraft.client.renderer.blockentity.BlockEntityRenderers$$Lambda$5700/0x0000000800e75490 (minecraft@1.20.1)
6487:             1             16  net.minecraft.client.renderer.blockentity.BlockEntityRenderers$$Lambda$5701/0x0000000800e756b0 (minecraft@1.20.1)
6488:             1             16  net.minecraft.client.renderer.blockentity.BlockEntityRenderers$$Lambda$5702/0x0000000800e758d0 (minecraft@1.20.1)
6489:             1             16  net.minecraft.client.renderer.blockentity.BlockEntityRenderers$$Lambda$5703/0x0000000800e75af0 (minecraft@1.20.1)
6490:             1             16  net.minecraft.client.renderer.blockentity.BlockEntityRenderers$$Lambda$5704/0x0000000800e75f78 (minecraft@1.20.1)
6491:             1             16  net.minecraft.client.renderer.blockentity.BlockEntityRenderers$$Lambda$5705/0x0000000800e76400 (minecraft@1.20.1)
6492:             1             16  net.minecraft.client.renderer.blockentity.BlockEntityRenderers$$Lambda$5706/0x0000000800e76620 (minecraft@1.20.1)
6493:             1             16  net.minecraft.client.renderer.blockentity.BlockEntityRenderers$$Lambda$5707/0x0000000800e76ac0 (minecraft@1.20.1)
6494:             1             16  net.minecraft.client.renderer.blockentity.BlockEntityRenderers$$Lambda$5708/0x0000000800e76f50 (minecraft@1.20.1)
6495:             1             16  net.minecraft.client.renderer.blockentity.BlockEntityRenderers$$Lambda$5709/0x0000000800e77640 (minecraft@1.20.1)
6496:             1             16  net.minecraft.client.renderer.blockentity.BlockEntityRenderers$$Lambda$5710/0x0000000800e77860 (minecraft@1.20.1)
6497:             1             16  net.minecraft.client.renderer.blockentity.BlockEntityRenderers$$Lambda$5711/0x0000000800e77ce8 (minecraft@1.20.1)
6498:             1             16  net.minecraft.client.renderer.blockentity.BlockEntityRenderers$$Lambda$5712/0x0000000800e78268 (minecraft@1.20.1)
6499:             1             16  net.minecraft.client.renderer.blockentity.BlockEntityRenderers$$Lambda$5713/0x0000000800e78488 (minecraft@1.20.1)
6500:             1             16  net.minecraft.client.renderer.blockentity.BlockEntityRenderers$$Lambda$5714/0x0000000800e786a8 (minecraft@1.20.1)
6501:             1             16  net.minecraft.client.renderer.blockentity.BlockEntityRenderers$$Lambda$5715/0x0000000800e788c8 (minecraft@1.20.1)
6502:             1             16  net.minecraft.client.renderer.blockentity.BlockEntityRenderers$$Lambda$5716/0x0000000800e78d50 (minecraft@1.20.1)
6503:             1             16  net.minecraft.client.renderer.blockentity.BlockEntityRenderers$$Lambda$5717/0x0000000800e791d8 (minecraft@1.20.1)
6504:             1             16  net.minecraft.client.renderer.blockentity.BlockEntityRenderers$$Lambda$5718/0x0000000800e793f8 (minecraft@1.20.1)
6505:             1             16  net.minecraft.client.renderer.blockentity.BrushableBlockRenderer (minecraft@1.20.1)
6506:             1             16  net.minecraft.client.renderer.blockentity.CampfireRenderer (minecraft@1.20.1)
6507:             1             16  net.minecraft.client.renderer.blockentity.EnchantTableRenderer (minecraft@1.20.1)
6508:             1             16  net.minecraft.client.renderer.blockentity.HangingSignRenderer$$Lambda$5732/0x0000000800e7c9c0 (minecraft@1.20.1)
6509:             1             16  net.minecraft.client.renderer.blockentity.HangingSignRenderer$HangingSignModel$$Lambda$5734/0x0000000800e7ce48 (minecraft@1.20.1)
6510:             1             16  net.minecraft.client.renderer.blockentity.LecternRenderer (minecraft@1.20.1)
6511:             1             16  net.minecraft.client.renderer.blockentity.PistonHeadRenderer (minecraft@1.20.1)
6512:             1             16  net.minecraft.client.renderer.blockentity.ShulkerBoxRenderer (minecraft@1.20.1)
6513:             1             16  net.minecraft.client.renderer.blockentity.SignRenderer$$Lambda$5720/0x0000000800e79850 (minecraft@1.20.1)
6514:             1             16  net.minecraft.client.renderer.blockentity.SignRenderer$SignModel$$Lambda$5727/0x0000000800e7b440 (minecraft@1.20.1)
6515:             1             16  net.minecraft.client.renderer.blockentity.SkullBlockRenderer (minecraft@1.20.1)
6516:             1             16  net.minecraft.client.renderer.blockentity.SkullBlockRenderer$$Lambda$5728/0x0000000800e7b680 (minecraft@1.20.1)
6517:             1             16  net.minecraft.client.renderer.blockentity.SpawnerRenderer (minecraft@1.20.1)
6518:             1             16  net.minecraft.client.renderer.blockentity.StructureBlockRenderer (minecraft@1.20.1)
6519:             1             16  net.minecraft.client.renderer.blockentity.TheEndGatewayRenderer (minecraft@1.20.1)
6520:             1             16  net.minecraft.client.renderer.blockentity.TheEndPortalRenderer (minecraft@1.20.1)
6521:             1             16  net.minecraft.client.renderer.debug.ChunkBorderRenderer (minecraft@1.20.1)
6522:             1             16  net.minecraft.client.renderer.debug.GameTestDebugRenderer (minecraft@1.20.1)
6523:             1             16  net.minecraft.client.renderer.debug.HeightMapRenderer (minecraft@1.20.1)
6524:             1             16  net.minecraft.client.renderer.debug.LightDebugRenderer (minecraft@1.20.1)
6525:             1             16  net.minecraft.client.renderer.debug.SolidFaceRenderer (minecraft@1.20.1)
6526:             1             16  net.minecraft.client.renderer.debug.VillageSectionsDebugRenderer (minecraft@1.20.1)
6527:             1             16  net.minecraft.client.renderer.debug.WaterDebugRenderer (minecraft@1.20.1)
6528:             1             16  net.minecraft.client.renderer.entity.AxolotlRenderer$$Lambda$5894/0x0000000800eae4b8 (minecraft@1.20.1)
6529:             1             16  net.minecraft.client.renderer.entity.BoatRenderer$$Lambda$5870/0x0000000800ea9870 (minecraft@1.20.1)
6530:             1             16  net.minecraft.client.renderer.entity.EntityRenderers$$Lambda$5738/0x0000000800e80e18 (minecraft@1.20.1)
6531:             1             16  net.minecraft.client.renderer.entity.EntityRenderers$$Lambda$5739/0x0000000800e81038 (minecraft@1.20.1)
6532:             1             16  net.minecraft.client.renderer.entity.EntityRenderers$$Lambda$5740/0x0000000800e81f40 (minecraft@1.20.1)
6533:             1             16  net.minecraft.client.renderer.entity.EntityRenderers$$Lambda$5741/0x0000000800e823b8 (minecraft@1.20.1)
6534:             1             16  net.minecraft.client.renderer.entity.EntityRenderers$$Lambda$5742/0x0000000800e82f90 (minecraft@1.20.1)
6535:             1             16  net.minecraft.client.renderer.entity.EntityRenderers$$Lambda$5743/0x0000000800e83688 (minecraft@1.20.1)
6536:             1             16  net.minecraft.client.renderer.entity.EntityRenderers$$Lambda$5744/0x0000000800e83ba0 (minecraft@1.20.1)
6537:             1             16  net.minecraft.client.renderer.entity.EntityRenderers$$Lambda$5745/0x0000000800e840c8 (minecraft@1.20.1)
6538:             1             16  net.minecraft.client.renderer.entity.EntityRenderers$$Lambda$5746/0x0000000800e845e0 (minecraft@1.20.1)
6539:             1             16  net.minecraft.client.renderer.entity.EntityRenderers$$Lambda$5747/0x0000000800e84b00 (minecraft@1.20.1)
6540:             1             16  net.minecraft.client.renderer.entity.EntityRenderers$$Lambda$5748/0x0000000800e85220 (minecraft@1.20.1)
6541:             1             16  net.minecraft.client.renderer.entity.EntityRenderers$$Lambda$5749/0x0000000800e85440 (minecraft@1.20.1)
6542:             1             16  net.minecraft.client.renderer.entity.EntityRenderers$$Lambda$5750/0x0000000800e85df0 (minecraft@1.20.1)
