* This is the BiomeMobWeight report file that is output every time the server starts.
* 
* Spawn Balance Utility (SBU) will use this file ONLY if it is renamed to BiomeMobWeight.csv.
* Lines starting with '*' are comments and ignored
* When this file is read, SBU writes summary information to the log file.
* 
1, ocean, alexscaves:abyssal_chasm, MONSTER, alexscaves:deep_one_mage, 10, 1, 1
4996, swamp, regions_unexplored:fungal_fen, CREATURE, alexsmobs:alligator_snapping_turtle, 20, 1, 2
4997, swamp, regions_unexplored:fungal_fen, CREATURE, alexsmobs:mungus, 10, 3, 5
4998, swamp, regions_unexplored:fungal_fen, CREATURE, alexsmobs:anaconda, 12, 1, 1
4999, swamp, regions_unexplored:fungal_fen, CREATURE, alexsmobs:bunfungus, 10, 1, 1
5000, swamp, regions_unexplored:fungal_fen, CREATURE, fallout_wastelands_:brahmin, 60, 2, 5
5001, swamp, regions_unexplored:fungal_fen, CREATURE, companions:golden_allay, 20, 1, 1
5002, swamp, regions_unexplored:fungal_fen, CREATURE, companions:cornelius, 15, 1, 1
5003, swamp, regions_unexplored:fungal_fen, CREATURE, born_in_chaos_v1:thornshell_crab, 10, 1, 1
5004, swamp, regions_unexplored:fungal_fen, AMBIENT, minecraft:bat, 10, 8, 8
5005, swamp, regions_unexplored:fungal_fen, AMBIENT, naturalist:dragonfly, 10, 2, 4
5006, swamp, regions_unexplored:fungal_fen, AMBIENT, naturalist:firefly, 10, 2, 4
5007, swamp, regions_unexplored:fungal_fen, AMBIENT, alexsmobs:fly, 10, 2, 3
5008, swamp, regions_unexplored:fungal_fen, AXOLOTLS, minecraft:axolotl, 10, 2, 4
5009, swamp, regions_unexplored:fungal_fen, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
5010, swamp, regions_unexplored:fungal_fen, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 3, 5
5011, swamp, regions_unexplored:fungal_fen, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 10, 1, 1
5012, swamp, regions_unexplored:fungal_fen, WATER_CREATURE, thalassophobia:jellyfish, 40, 13, 30
5013, swamp, regions_unexplored:fungal_fen, WATER_AMBIENT, minecraft:tropical_fish, 25, 8, 8
5014, swamp, regions_unexplored:fungal_fen, WATER_AMBIENT, naturalist:bass, 10, 3, 6
5015, swamp, regions_unexplored:fungal_fen, WATER_AMBIENT, naturalist:catfish, 10, 1, 2
5016, swamp, regions_unexplored:fungal_fen, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
5017, swamp, regions_unexplored:fungal_fen, WATER_AMBIENT, alexsmobs:catfish, 10, 1, 3
5018, nether, regions_unexplored:glistering_meadow, MONSTER, minecraft:ghast, 10, 1, 1
5019, nether, regions_unexplored:glistering_meadow, MONSTER, minecraft:enderman, 5, 1, 1
5020, nether, regions_unexplored:glistering_meadow, MONSTER, minecraft:hoglin, 10, 1, 3
5021, nether, regions_unexplored:glistering_meadow, MONSTER, alexsmobs:bone_serpent, 10, 1, 1
5022, nether, regions_unexplored:glistering_meadow, MONSTER, alexsmobs:farseer, 30, 1, 1
5023, nether, regions_unexplored:glistering_meadow, MONSTER, born_in_chaos_v1:baby_skeleton, 25, 1, 2
5024, nether, regions_unexplored:glistering_meadow, MONSTER, born_in_chaos_v1:baby_spider, 16, 3, 5
5025, nether, regions_unexplored:glistering_meadow, MONSTER, born_in_chaos_v1:barrel_zombie, 25, 1, 1
5026, nether, regions_unexplored:glistering_meadow, MONSTER, born_in_chaos_v1:bloody_gadfly, 15, 1, 1
5027, nether, regions_unexplored:glistering_meadow, MONSTER, born_in_chaos_v1:bonescaller, 11, 1, 1
5028, nether, regions_unexplored:glistering_meadow, MONSTER, born_in_chaos_v1:corpse_fly, 12, 1, 3
5029, nether, regions_unexplored:glistering_meadow, MONSTER, born_in_chaos_v1:dark_vortex, 14, 1, 1
5030, nether, regions_unexplored:glistering_meadow, MONSTER, born_in_chaos_v1:decaying_zombie, 30, 1, 1
5031, nether, regions_unexplored:glistering_meadow, MONSTER, born_in_chaos_v1:decrepit_skeleton, 20, 1, 1
5032, nether, regions_unexplored:glistering_meadow, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
5033, nether, regions_unexplored:glistering_meadow, MONSTER, born_in_chaos_v1:door_knight, 13, 1, 1
5034, nether, regions_unexplored:glistering_meadow, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
5035, nether, regions_unexplored:glistering_meadow, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
5036, nether, regions_unexplored:glistering_meadow, MONSTER, born_in_chaos_v1:krampus, 10, 1, 1
5037, nether, regions_unexplored:glistering_meadow, MONSTER, born_in_chaos_v1:krampus_henchman, 10, 2, 3
5038, nether, regions_unexplored:glistering_meadow, MONSTER, born_in_chaos_v1:lifestealer, 10, 1, 1
5039, nether, regions_unexplored:glistering_meadow, MONSTER, born_in_chaos_v1:missioner, 10, 1, 1
5040, nether, regions_unexplored:glistering_meadow, MONSTER, born_in_chaos_v1:mother_spider, 15, 1, 1
5041, nether, regions_unexplored:glistering_meadow, MONSTER, born_in_chaos_v1:mr_pumpkin, 15, 1, 3
5042, nether, regions_unexplored:glistering_meadow, MONSTER, born_in_chaos_v1:mrs_pumpkin, 13, 1, 1
5043, nether, regions_unexplored:glistering_meadow, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
5044, nether, regions_unexplored:glistering_meadow, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
5045, nether, regions_unexplored:glistering_meadow, MONSTER, born_in_chaos_v1:pumpkin_bruiser, 10, 1, 1
5046, nether, regions_unexplored:glistering_meadow, MONSTER, born_in_chaos_v1:restless_spirit, 20, 1, 1
5047, nether, regions_unexplored:glistering_meadow, MONSTER, born_in_chaos_v1:senor_pumpkin, 10, 1, 2
5048, nether, regions_unexplored:glistering_meadow, MONSTER, more_critters:shriekbat, 10, 1, 1
5049, nether, regions_unexplored:glistering_meadow, MONSTER, born_in_chaos_v1:siamese_skeletons, 16, 1, 1
5050, nether, regions_unexplored:glistering_meadow, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
5051, nether, regions_unexplored:glistering_meadow, MONSTER, born_in_chaos_v1:skeleton_demoman, 12, 1, 1
5052, nether, regions_unexplored:glistering_meadow, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
5053, nether, regions_unexplored:glistering_meadow, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
5054, nether, regions_unexplored:glistering_meadow, MONSTER, born_in_chaos_v1:spirit_guide, 16, 1, 1
5055, nether, regions_unexplored:glistering_meadow, MONSTER, born_in_chaos_v1:spiritof_chaos, 10, 1, 1
5056, nether, regions_unexplored:glistering_meadow, MONSTER, born_in_chaos_v1:supreme_bonescaller, 10, 1, 1
5057, nether, regions_unexplored:glistering_meadow, MONSTER, born_in_chaos_v1:swarmer, 11, 1, 1
5058, nether, regions_unexplored:glistering_meadow, MONSTER, born_in_chaos_v1:zombie_bruiser, 16, 1, 1
5059, nether, regions_unexplored:glistering_meadow, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
5060, nether, regions_unexplored:glistering_meadow, MONSTER, born_in_chaos_v1:zombie_fisherman, 30, 1, 1
5061, nether, regions_unexplored:glistering_meadow, MONSTER, born_in_chaos_v1:zombie_lumberjack, 25, 1, 1
5062, nether, regions_unexplored:glistering_meadow, MONSTER, mekanismadditions:baby_enderman, 10, 1, 1
5063, nether, regions_unexplored:glistering_meadow, MONSTER, minecraft:zombified_piglin, 10, 1, 4
5064, nether, regions_unexplored:glistering_meadow, CREATURE, minecraft:strider, 40, 1, 2
5065, nether, regions_unexplored:glistering_meadow, CREATURE, alexsmobs:laviathan, 15, 1, 1
5066, nether, regions_unexplored:glistering_meadow, CREATURE, fallout_wastelands_:brahmin, 60, 2, 5
5067, nether, regions_unexplored:glistering_meadow, CREATURE, born_in_chaos_v1:thornshell_crab, 10, 1, 1
5068, nether, regions_unexplored:glistering_meadow, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 3, 5
5069, nether, regions_unexplored:glistering_meadow, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 10, 1, 1
5070, nether, regions_unexplored:glistering_meadow, WATER_CREATURE, thalassophobia:jellyfish, 40, 13, 30
5071, nether, regions_unexplored:glistering_meadow, WATER_AMBIENT, netherdepthsupgrade:bonefish, 10, 1, 5
5072, nether, regions_unexplored:glistering_meadow, WATER_AMBIENT, netherdepthsupgrade:fortressgrouper, 10, 1, 2
5073, nether, regions_unexplored:glistering_meadow, WATER_AMBIENT, netherdepthsupgrade:searing_cod, 10, 3, 6
5074, the_end, unusualend:gloopstone_lands, MONSTER, minecraft:endermite, 10, 1, 2
5075, the_end, unusualend:gloopstone_lands, MONSTER, alexsmobs:farseer, 30, 1, 1
5076, the_end, unusualend:gloopstone_lands, MONSTER, born_in_chaos_v1:baby_skeleton, 25, 1, 2
5077, the_end, unusualend:gloopstone_lands, MONSTER, born_in_chaos_v1:baby_spider, 16, 3, 5
5078, the_end, unusualend:gloopstone_lands, MONSTER, born_in_chaos_v1:barrel_zombie, 25, 1, 1
5079, the_end, unusualend:gloopstone_lands, MONSTER, born_in_chaos_v1:bloody_gadfly, 15, 1, 1
5080, the_end, unusualend:gloopstone_lands, MONSTER, born_in_chaos_v1:bonescaller, 11, 1, 1
5081, the_end, unusualend:gloopstone_lands, MONSTER, born_in_chaos_v1:corpse_fly, 12, 1, 3
5082, the_end, unusualend:gloopstone_lands, MONSTER, born_in_chaos_v1:dark_vortex, 14, 1, 1
5083, the_end, unusualend:gloopstone_lands, MONSTER, born_in_chaos_v1:decaying_zombie, 30, 1, 1
5084, the_end, unusualend:gloopstone_lands, MONSTER, born_in_chaos_v1:decrepit_skeleton, 20, 1, 1
5085, the_end, unusualend:gloopstone_lands, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
5086, the_end, unusualend:gloopstone_lands, MONSTER, born_in_chaos_v1:door_knight, 13, 1, 1
5087, the_end, unusualend:gloopstone_lands, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
5088, the_end, unusualend:gloopstone_lands, MONSTER, unusualend:ender_blob, 10, 2, 3
5089, the_end, unusualend:gloopstone_lands, MONSTER, unusualend:enderbulb, 10, 1, 2
5090, the_end, unusualend:gloopstone_lands, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
5091, the_end, unusualend:gloopstone_lands, MONSTER, born_in_chaos_v1:krampus, 10, 1, 1
5092, the_end, unusualend:gloopstone_lands, MONSTER, born_in_chaos_v1:krampus_henchman, 10, 2, 3
5093, the_end, unusualend:gloopstone_lands, MONSTER, born_in_chaos_v1:lifestealer, 10, 1, 1
5094, the_end, unusualend:gloopstone_lands, MONSTER, born_in_chaos_v1:missioner, 10, 1, 1
5095, the_end, unusualend:gloopstone_lands, MONSTER, born_in_chaos_v1:mother_spider, 15, 1, 1
5096, the_end, unusualend:gloopstone_lands, MONSTER, born_in_chaos_v1:mr_pumpkin, 15, 1, 3
5097, the_end, unusualend:gloopstone_lands, MONSTER, born_in_chaos_v1:mrs_pumpkin, 13, 1, 1
5098, the_end, unusualend:gloopstone_lands, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
5099, the_end, unusualend:gloopstone_lands, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
5100, the_end, unusualend:gloopstone_lands, MONSTER, born_in_chaos_v1:pumpkin_bruiser, 10, 1, 1
5101, the_end, unusualend:gloopstone_lands, MONSTER, born_in_chaos_v1:restless_spirit, 20, 1, 1
5102, the_end, unusualend:gloopstone_lands, MONSTER, born_in_chaos_v1:senor_pumpkin, 10, 1, 2
5103, the_end, unusualend:gloopstone_lands, MONSTER, more_critters:shriekbat, 10, 1, 1
5104, the_end, unusualend:gloopstone_lands, MONSTER, born_in_chaos_v1:siamese_skeletons, 16, 1, 1
5105, the_end, unusualend:gloopstone_lands, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
5106, the_end, unusualend:gloopstone_lands, MONSTER, born_in_chaos_v1:skeleton_demoman, 12, 1, 1
5107, the_end, unusualend:gloopstone_lands, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
5108, the_end, unusualend:gloopstone_lands, MONSTER, unusualend:small_enderbulb, 10, 2, 4
5109, the_end, unusualend:gloopstone_lands, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
5110, the_end, unusualend:gloopstone_lands, MONSTER, born_in_chaos_v1:spirit_guide, 16, 1, 1
5111, the_end, unusualend:gloopstone_lands, MONSTER, born_in_chaos_v1:spiritof_chaos, 10, 1, 1
5112, the_end, unusualend:gloopstone_lands, MONSTER, born_in_chaos_v1:supreme_bonescaller, 10, 1, 1
5113, the_end, unusualend:gloopstone_lands, MONSTER, born_in_chaos_v1:swarmer, 11, 1, 1
5114, the_end, unusualend:gloopstone_lands, MONSTER, born_in_chaos_v1:zombie_bruiser, 16, 1, 1
5115, the_end, unusualend:gloopstone_lands, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
5116, the_end, unusualend:gloopstone_lands, MONSTER, born_in_chaos_v1:zombie_fisherman, 30, 1, 1
5117, the_end, unusualend:gloopstone_lands, MONSTER, born_in_chaos_v1:zombie_lumberjack, 25, 1, 1
5118, the_end, unusualend:gloopstone_lands, CREATURE, alexsmobs:endergrade, 10, 2, 6
5119, the_end, unusualend:gloopstone_lands, CREATURE, alexsmobs:spectre, 10, 1, 2
5120, the_end, unusualend:gloopstone_lands, CREATURE, alexsmobs:enderiophage, 10, 2, 2
5121, the_end, unusualend:gloopstone_lands, CREATURE, alexsmobs:cosmaw, 10, 1, 2
5122, the_end, unusualend:gloopstone_lands, CREATURE, fallout_wastelands_:brahmin, 60, 2, 5
5123, the_end, unusualend:gloopstone_lands, CREATURE, born_in_chaos_v1:thornshell_crab, 10, 1, 1
5124, the_end, unusualend:gloopstone_lands, AMBIENT, alexsmobs:cosmic_cod, 10, 9, 13
5125, the_end, unusualend:gloopstone_lands, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 3, 5
5126, the_end, unusualend:gloopstone_lands, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 10, 1, 1
5127, the_end, unusualend:gloopstone_lands, WATER_CREATURE, thalassophobia:jellyfish, 40, 13, 30
5128, taiga, regions_unexplored:golden_boreal_taiga, MONSTER, minecraft:spider, 80, 4, 4
5129, taiga, regions_unexplored:golden_boreal_taiga, MONSTER, minecraft:zombie, 80, 4, 4
5130, taiga, regions_unexplored:golden_boreal_taiga, MONSTER, minecraft:zombie_villager, 10, 1, 1
5131, taiga, regions_unexplored:golden_boreal_taiga, MONSTER, minecraft:skeleton, 80, 4, 4
5132, taiga, regions_unexplored:golden_boreal_taiga, MONSTER, minecraft:creeper, 80, 4, 4
5133, taiga, regions_unexplored:golden_boreal_taiga, MONSTER, minecraft:slime, 80, 4, 4
5134, taiga, regions_unexplored:golden_boreal_taiga, MONSTER, minecraft:enderman, 5, 1, 4
5135, taiga, regions_unexplored:golden_boreal_taiga, MONSTER, minecraft:witch, 5, 1, 1
5136, taiga, regions_unexplored:golden_boreal_taiga, MONSTER, alexsmobs:centipede_head, 10, 1, 1
5137, taiga, regions_unexplored:golden_boreal_taiga, MONSTER, alexsmobs:farseer, 30, 1, 1
5138, taiga, regions_unexplored:golden_boreal_taiga, MONSTER, alexsmobs:murmur, 10, 1, 1
5139, taiga, regions_unexplored:golden_boreal_taiga, MONSTER, born_in_chaos_v1:baby_skeleton, 25, 1, 2
5140, taiga, regions_unexplored:golden_boreal_taiga, MONSTER, born_in_chaos_v1:baby_spider, 16, 3, 5
5141, taiga, regions_unexplored:golden_boreal_taiga, MONSTER, born_in_chaos_v1:barrel_zombie, 25, 1, 1
5142, taiga, regions_unexplored:golden_boreal_taiga, MONSTER, born_in_chaos_v1:bloody_gadfly, 15, 1, 1
5143, taiga, regions_unexplored:golden_boreal_taiga, MONSTER, born_in_chaos_v1:bonescaller, 11, 1, 1
5144, taiga, regions_unexplored:golden_boreal_taiga, MONSTER, born_in_chaos_v1:corpse_fly, 12, 1, 3
5145, taiga, regions_unexplored:golden_boreal_taiga, MONSTER, born_in_chaos_v1:dark_vortex, 14, 1, 1
5146, taiga, regions_unexplored:golden_boreal_taiga, MONSTER, born_in_chaos_v1:decaying_zombie, 30, 1, 1
5147, taiga, regions_unexplored:golden_boreal_taiga, MONSTER, born_in_chaos_v1:decrepit_skeleton, 20, 1, 1
5148, taiga, regions_unexplored:golden_boreal_taiga, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
5149, taiga, regions_unexplored:golden_boreal_taiga, MONSTER, born_in_chaos_v1:door_knight, 13, 1, 1
5150, taiga, regions_unexplored:golden_boreal_taiga, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
5151, taiga, regions_unexplored:golden_boreal_taiga, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
5152, taiga, regions_unexplored:golden_boreal_taiga, MONSTER, golemoverhaul:slime_golem, 25, 1, 2
5153, taiga, regions_unexplored:golden_boreal_taiga, MONSTER, born_in_chaos_v1:krampus, 10, 1, 1
5154, taiga, regions_unexplored:golden_boreal_taiga, MONSTER, born_in_chaos_v1:krampus_henchman, 10, 2, 3
5155, taiga, regions_unexplored:golden_boreal_taiga, MONSTER, born_in_chaos_v1:lifestealer, 10, 1, 1
5156, taiga, regions_unexplored:golden_boreal_taiga, MONSTER, born_in_chaos_v1:missioner, 10, 1, 1
5157, taiga, regions_unexplored:golden_boreal_taiga, MONSTER, born_in_chaos_v1:mother_spider, 15, 1, 1
5158, taiga, regions_unexplored:golden_boreal_taiga, MONSTER, born_in_chaos_v1:mr_pumpkin, 15, 1, 3
5159, taiga, regions_unexplored:golden_boreal_taiga, MONSTER, born_in_chaos_v1:mrs_pumpkin, 13, 1, 1
5160, taiga, regions_unexplored:golden_boreal_taiga, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
5161, taiga, regions_unexplored:golden_boreal_taiga, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
5162, taiga, regions_unexplored:golden_boreal_taiga, MONSTER, born_in_chaos_v1:pumpkin_bruiser, 10, 1, 1
5163, taiga, regions_unexplored:golden_boreal_taiga, MONSTER, born_in_chaos_v1:restless_spirit, 20, 1, 1
5164, taiga, regions_unexplored:golden_boreal_taiga, MONSTER, born_in_chaos_v1:senor_pumpkin, 10, 1, 2
5165, taiga, regions_unexplored:golden_boreal_taiga, MONSTER, more_critters:shriekbat, 10, 1, 1
5166, taiga, regions_unexplored:golden_boreal_taiga, MONSTER, born_in_chaos_v1:siamese_skeletons, 16, 1, 1
5167, taiga, regions_unexplored:golden_boreal_taiga, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
5168, taiga, regions_unexplored:golden_boreal_taiga, MONSTER, born_in_chaos_v1:skeleton_demoman, 12, 1, 1
5169, taiga, regions_unexplored:golden_boreal_taiga, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
5170, taiga, regions_unexplored:golden_boreal_taiga, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
5171, taiga, regions_unexplored:golden_boreal_taiga, MONSTER, born_in_chaos_v1:spirit_guide, 16, 1, 1
5172, taiga, regions_unexplored:golden_boreal_taiga, MONSTER, born_in_chaos_v1:spiritof_chaos, 10, 1, 1
5173, taiga, regions_unexplored:golden_boreal_taiga, MONSTER, born_in_chaos_v1:supreme_bonescaller, 10, 1, 1
5174, taiga, regions_unexplored:golden_boreal_taiga, MONSTER, born_in_chaos_v1:swarmer, 11, 1, 1
5175, taiga, regions_unexplored:golden_boreal_taiga, MONSTER, born_in_chaos_v1:zombie_bruiser, 16, 1, 1
5176, taiga, regions_unexplored:golden_boreal_taiga, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
5177, taiga, regions_unexplored:golden_boreal_taiga, MONSTER, born_in_chaos_v1:zombie_fisherman, 30, 1, 1
5178, taiga, regions_unexplored:golden_boreal_taiga, MONSTER, born_in_chaos_v1:zombie_lumberjack, 25, 1, 1
5179, taiga, regions_unexplored:golden_boreal_taiga, MONSTER, mekanismadditions:baby_creeper, 50, 2, 2
5180, taiga, regions_unexplored:golden_boreal_taiga, MONSTER, mekanismadditions:baby_enderman, 10, 1, 2
5181, taiga, regions_unexplored:golden_boreal_taiga, MONSTER, mekanismadditions:baby_skeleton, 50, 2, 2
5182, taiga, regions_unexplored:golden_boreal_taiga, CREATURE, minecraft:sheep, 12, 4, 4
5183, taiga, regions_unexplored:golden_boreal_taiga, CREATURE, minecraft:pig, 10, 4, 4
5184, taiga, regions_unexplored:golden_boreal_taiga, CREATURE, minecraft:chicken, 10, 4, 4
5185, taiga, regions_unexplored:golden_boreal_taiga, CREATURE, minecraft:cow, 10, 4, 4
5186, taiga, regions_unexplored:golden_boreal_taiga, CREATURE, minecraft:wolf, 10, 4, 4
5187, taiga, regions_unexplored:golden_boreal_taiga, CREATURE, minecraft:rabbit, 10, 2, 3
5188, taiga, regions_unexplored:golden_boreal_taiga, CREATURE, minecraft:fox, 10, 2, 4
5189, taiga, regions_unexplored:golden_boreal_taiga, CREATURE, naturalist:bear, 10, 1, 2
5190, taiga, regions_unexplored:golden_boreal_taiga, CREATURE, naturalist:bluejay, 10, 3, 4
5191, taiga, regions_unexplored:golden_boreal_taiga, CREATURE, alexsmobs:grizzly_bear, 10, 2, 3
5192, taiga, regions_unexplored:golden_boreal_taiga, CREATURE, alexsmobs:raccoon, 10, 2, 4
5193, taiga, regions_unexplored:golden_boreal_taiga, CREATURE, alexsmobs:crow, 10, 3, 5
5194, taiga, regions_unexplored:golden_boreal_taiga, CREATURE, alexsmobs:blue_jay, 16, 2, 4
5195, taiga, regions_unexplored:golden_boreal_taiga, CREATURE, fallout_wastelands_:brahmin, 60, 2, 5
5196, taiga, regions_unexplored:golden_boreal_taiga, CREATURE, adorablehamsterpets:hamster, 30, 1, 1
5197, taiga, regions_unexplored:golden_boreal_taiga, CREATURE, born_in_chaos_v1:thornshell_crab, 10, 1, 1
5198, taiga, regions_unexplored:golden_boreal_taiga, AMBIENT, minecraft:bat, 10, 8, 8
5199, taiga, regions_unexplored:golden_boreal_taiga, AMBIENT, alexsmobs:fly, 10, 2, 3
5200, taiga, regions_unexplored:golden_boreal_taiga, AMBIENT, alexsmobs:cockroach, 10, 5, 5
5201, taiga, regions_unexplored:golden_boreal_taiga, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
5202, taiga, regions_unexplored:golden_boreal_taiga, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 3, 5
5203, taiga, regions_unexplored:golden_boreal_taiga, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 10, 1, 1
5204, taiga, regions_unexplored:golden_boreal_taiga, WATER_CREATURE, thalassophobia:jellyfish, 40, 13, 30
5205, taiga, regions_unexplored:golden_boreal_taiga, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
5206, plains, regions_unexplored:grassland, MONSTER, minecraft:spider, 80, 4, 4
5207, plains, regions_unexplored:grassland, MONSTER, minecraft:zombie, 80, 4, 4
5208, plains, regions_unexplored:grassland, MONSTER, minecraft:zombie_villager, 10, 1, 1
5209, plains, regions_unexplored:grassland, MONSTER, minecraft:skeleton, 80, 4, 4
5210, plains, regions_unexplored:grassland, MONSTER, minecraft:creeper, 80, 4, 4
5211, plains, regions_unexplored:grassland, MONSTER, minecraft:slime, 80, 4, 4
5212, plains, regions_unexplored:grassland, MONSTER, minecraft:enderman, 5, 1, 4
5213, plains, regions_unexplored:grassland, MONSTER, minecraft:witch, 5, 1, 1
5214, plains, regions_unexplored:grassland, MONSTER, alexsmobs:centipede_head, 10, 1, 1
5215, plains, regions_unexplored:grassland, MONSTER, alexsmobs:farseer, 30, 1, 1
5216, plains, regions_unexplored:grassland, MONSTER, alexsmobs:murmur, 10, 1, 1
5217, plains, regions_unexplored:grassland, MONSTER, born_in_chaos_v1:baby_skeleton, 25, 1, 2
5218, plains, regions_unexplored:grassland, MONSTER, born_in_chaos_v1:baby_spider, 16, 3, 5
5219, plains, regions_unexplored:grassland, MONSTER, born_in_chaos_v1:barrel_zombie, 25, 1, 1
5220, plains, regions_unexplored:grassland, MONSTER, born_in_chaos_v1:bloody_gadfly, 15, 1, 1
5221, plains, regions_unexplored:grassland, MONSTER, born_in_chaos_v1:bonescaller, 11, 1, 1
5222, plains, regions_unexplored:grassland, MONSTER, born_in_chaos_v1:corpse_fly, 12, 1, 3
5223, plains, regions_unexplored:grassland, MONSTER, born_in_chaos_v1:dark_vortex, 14, 1, 1
5224, plains, regions_unexplored:grassland, MONSTER, born_in_chaos_v1:decaying_zombie, 30, 1, 1
5225, plains, regions_unexplored:grassland, MONSTER, born_in_chaos_v1:decrepit_skeleton, 20, 1, 1
5226, plains, regions_unexplored:grassland, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
5227, plains, regions_unexplored:grassland, MONSTER, born_in_chaos_v1:door_knight, 13, 1, 1
5228, plains, regions_unexplored:grassland, MONSTER, born_in_chaos_v1:dread_hound, 15, 3, 5
5229, plains, regions_unexplored:grassland, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
5230, plains, regions_unexplored:grassland, MONSTER, golemoverhaul:slime_golem, 25, 1, 2
5231, plains, regions_unexplored:grassland, MONSTER, born_in_chaos_v1:krampus, 10, 1, 1
5232, plains, regions_unexplored:grassland, MONSTER, born_in_chaos_v1:krampus_henchman, 10, 2, 3
5233, plains, regions_unexplored:grassland, MONSTER, born_in_chaos_v1:lifestealer, 10, 1, 1
5234, plains, regions_unexplored:grassland, MONSTER, born_in_chaos_v1:missioner, 10, 1, 1
5235, plains, regions_unexplored:grassland, MONSTER, born_in_chaos_v1:mother_spider, 15, 1, 1
5236, plains, regions_unexplored:grassland, MONSTER, born_in_chaos_v1:mr_pumpkin, 15, 1, 3
5237, plains, regions_unexplored:grassland, MONSTER, born_in_chaos_v1:mrs_pumpkin, 13, 1, 1
5238, plains, regions_unexplored:grassland, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
5239, plains, regions_unexplored:grassland, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
5240, plains, regions_unexplored:grassland, MONSTER, born_in_chaos_v1:pumpkin_bruiser, 10, 1, 1
5241, plains, regions_unexplored:grassland, MONSTER, born_in_chaos_v1:restless_spirit, 20, 1, 1
5242, plains, regions_unexplored:grassland, MONSTER, born_in_chaos_v1:senor_pumpkin, 10, 1, 2
5243, plains, regions_unexplored:grassland, MONSTER, more_critters:shriekbat, 10, 1, 1
5244, plains, regions_unexplored:grassland, MONSTER, born_in_chaos_v1:siamese_skeletons, 16, 1, 1
5245, plains, regions_unexplored:grassland, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
5246, plains, regions_unexplored:grassland, MONSTER, born_in_chaos_v1:skeleton_demoman, 12, 1, 1
5247, plains, regions_unexplored:grassland, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
5248, plains, regions_unexplored:grassland, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
5249, plains, regions_unexplored:grassland, MONSTER, born_in_chaos_v1:spirit_guide, 16, 1, 1
5250, plains, regions_unexplored:grassland, MONSTER, born_in_chaos_v1:spiritof_chaos, 10, 1, 1
5251, plains, regions_unexplored:grassland, MONSTER, born_in_chaos_v1:supreme_bonescaller, 10, 1, 1
