1183810:
 num     #instances         #bytes  class name (module)
7777:             1             16  net.minecraft.world.entity.EntityType$$Lambda$2443/0x0000000800989e18 (minecraft@1.20.1)
7778:             1             16  net.minecraft.world.entity.EntityType$$Lambda$2444/0x000000080098a530 (minecraft@1.20.1)
7779:             1             16  net.minecraft.world.entity.EntityType$$Lambda$2445/0x000000080098c9b0 (minecraft@1.20.1)
7780:             1             16  net.minecraft.world.entity.EntityType$$Lambda$2446/0x000000080098cbd0 (minecraft@1.20.1)
7781:             1             16  net.minecraft.world.entity.EntityType$$Lambda$2447/0x000000080098e090 (minecraft@1.20.1)
7782:             1             16  net.minecraft.world.entity.EntityType$$Lambda$2448/0x000000080098e2b0 (minecraft@1.20.1)
7783:             1             16  net.minecraft.world.entity.EntityType$$Lambda$2449/0x000000080098f768 (minecraft@1.20.1)
7784:             1             16  net.minecraft.world.entity.EntityType$$Lambda$2450/0x000000080098f988 (minecraft@1.20.1)
7785:             1             16  net.minecraft.world.entity.EntityType$$Lambda$2451/0x0000000800990278 (minecraft@1.20.1)
7786:             1             16  net.minecraft.world.entity.EntityType$$Lambda$2452/0x00000008009917a0 (minecraft@1.20.1)
7787:             1             16  net.minecraft.world.entity.EntityType$$Lambda$2453/0x00000008009919c0 (minecraft@1.20.1)
7788:             1             16  net.minecraft.world.entity.EntityType$$Lambda$2454/0x0000000800991be0 (minecraft@1.20.1)
7789:             1             16  net.minecraft.world.entity.EntityType$$Lambda$2455/0x0000000800993ac8 (minecraft@1.20.1)
7790:             1             16  net.minecraft.world.entity.EntityType$$Lambda$2456/0x00000008009960a0 (minecraft@1.20.1)
7791:             1             16  net.minecraft.world.entity.EntityType$$Lambda$2457/0x00000008009962c0 (minecraft@1.20.1)
7792:             1             16  net.minecraft.world.entity.EntityType$$Lambda$2528/0x00000008009af358 (minecraft@1.20.1)
7793:             1             16  net.minecraft.world.entity.EntityType$$Lambda$2529/0x00000008009af578 (minecraft@1.20.1)
7794:             1             16  net.minecraft.world.entity.EntityType$$Lambda$2530/0x00000008009af798 (minecraft@1.20.1)
7795:             1             16  net.minecraft.world.entity.EntityType$$Lambda$2531/0x00000008009afc40 (minecraft@1.20.1)
7796:             1             16  net.minecraft.world.entity.EntityType$$Lambda$2532/0x00000008009b20c8 (minecraft@1.20.1)
7797:             1             16  net.minecraft.world.entity.EntityType$$Lambda$2533/0x00000008009b4088 (minecraft@1.20.1)
7798:             1             16  net.minecraft.world.entity.EntityType$$Lambda$2534/0x00000008009b59d0 (minecraft@1.20.1)
7799:             1             16  net.minecraft.world.entity.EntityType$$Lambda$2535/0x00000008009b8280 (minecraft@1.20.1)
7800:             1             16  net.minecraft.world.entity.EntityType$$Lambda$2536/0x00000008009bec08 (minecraft@1.20.1)
7801:             1             16  net.minecraft.world.entity.EntityType$$Lambda$2537/0x00000008009bfae0 (minecraft@1.20.1)
7802:             1             16  net.minecraft.world.entity.EntityType$$Lambda$2538/0x00000008009c4540 (minecraft@1.20.1)
7803:             1             16  net.minecraft.world.entity.EntityType$$Lambda$2539/0x00000008009c4ad0 (minecraft@1.20.1)
7804:             1             16  net.minecraft.world.entity.EntityType$$Lambda$2540/0x00000008009c5248 (minecraft@1.20.1)
7805:             1             16  net.minecraft.world.entity.EntityType$$Lambda$2541/0x00000008009c6948 (minecraft@1.20.1)
7806:             1             16  net.minecraft.world.entity.EntityType$$Lambda$2542/0x00000008009c6b68 (minecraft@1.20.1)
7807:             1             16  net.minecraft.world.entity.EntityType$$Lambda$2543/0x00000008009c6d88 (minecraft@1.20.1)
7808:             1             16  net.minecraft.world.entity.EntityType$$Lambda$2544/0x00000008009c7c10 (minecraft@1.20.1)
7809:             1             16  net.minecraft.world.entity.EntityType$$Lambda$2545/0x00000008009cbbf8 (minecraft@1.20.1)
7810:             1             16  net.minecraft.world.entity.EntityType$$Lambda$2546/0x00000008009cbe18 (minecraft@1.20.1)
7811:             1             16  net.minecraft.world.entity.EntityType$$Lambda$2547/0x00000008009ce020 (minecraft@1.20.1)
7812:             1             16  net.minecraft.world.entity.EntityType$$Lambda$2548/0x00000008009ce240 (minecraft@1.20.1)
7813:             1             16  net.minecraft.world.entity.EntityType$$Lambda$2549/0x00000008009ce460 (minecraft@1.20.1)
7814:             1             16  net.minecraft.world.entity.EntityType$$Lambda$2551/0x00000008009cfdc0 (minecraft@1.20.1)
7815:             1             16  net.minecraft.world.entity.EntityType$Builder$$Lambda$1800/0x00000008007fa158 (minecraft@1.20.1)
7816:             1             16  net.minecraft.world.entity.EntityType$Builder$$Lambda$1801/0x00000008007fa3a8 (minecraft@1.20.1)
7817:             1             16  net.minecraft.world.entity.EntityType$Builder$$Lambda$1802/0x00000008007fa5c8 (minecraft@1.20.1)
7818:             1             16  net.minecraft.world.entity.EntityType$Builder$$Lambda$2550/0x00000008009ce680 (minecraft@1.20.1)
7819:             1             16  net.minecraft.world.entity.MobCategory$$Lambda$1794/0x00000008007f8f48 (minecraft@1.20.1)
7820:             1             16  net.minecraft.world.entity.MobCategory$$Lambda$1795/0x00000008007f9168 (minecraft@1.20.1)
7821:             1             16  net.minecraft.world.entity.MobCategory$$Lambda$1798/0x00000008007f9830 (minecraft@1.20.1)
7822:             1             16  net.minecraft.world.entity.MobCategory$$Lambda$1799/0x00000008007f9a70 (minecraft@1.20.1)
7823:             1             16  net.minecraft.world.entity.ai.memory.ExpirableValue$$Lambda$2524/0x00000008009ad888 (minecraft@1.20.1)
7824:             1             16  net.minecraft.world.entity.ai.memory.ExpirableValue$$Lambda$2525/0x00000008009adac8 (minecraft@1.20.1)
7825:             1             16  net.minecraft.world.entity.ai.memory.ExpirableValue$$Lambda$2526/0x00000008009add08 (minecraft@1.20.1)
7826:             1             16  net.minecraft.world.entity.ai.memory.MemoryModuleType$$Lambda$2516/0x00000008009aaa00 (minecraft@1.20.1)
7827:             1             16  net.minecraft.world.entity.ai.sensing.SensorType$$Lambda$2493/0x00000008009a1200 (minecraft@1.20.1)
7828:             1             16  net.minecraft.world.entity.ai.sensing.SensorType$$Lambda$2494/0x00000008009a1640 (minecraft@1.20.1)
7829:             1             16  net.minecraft.world.entity.ai.sensing.SensorType$$Lambda$2495/0x00000008009a1a88 (minecraft@1.20.1)
7830:             1             16  net.minecraft.world.entity.ai.sensing.SensorType$$Lambda$2496/0x00000008009a3de0 (minecraft@1.20.1)
7831:             1             16  net.minecraft.world.entity.ai.sensing.SensorType$$Lambda$2497/0x00000008009a4228 (minecraft@1.20.1)
7832:             1             16  net.minecraft.world.entity.ai.sensing.SensorType$$Lambda$2498/0x00000008009a4660 (minecraft@1.20.1)
7833:             1             16  net.minecraft.world.entity.ai.sensing.SensorType$$Lambda$2499/0x00000008009a4ce0 (minecraft@1.20.1)
7834:             1             16  net.minecraft.world.entity.ai.sensing.SensorType$$Lambda$2500/0x00000008009a5118 (minecraft@1.20.1)
7835:             1             16  net.minecraft.world.entity.ai.sensing.SensorType$$Lambda$2501/0x00000008009a5558 (minecraft@1.20.1)
7836:             1             16  net.minecraft.world.entity.ai.sensing.SensorType$$Lambda$2502/0x00000008009a5990 (minecraft@1.20.1)
7837:             1             16  net.minecraft.world.entity.ai.sensing.SensorType$$Lambda$2503/0x00000008009a5dc8 (minecraft@1.20.1)
7838:             1             16  net.minecraft.world.entity.ai.sensing.SensorType$$Lambda$2504/0x00000008009a6200 (minecraft@1.20.1)
7839:             1             16  net.minecraft.world.entity.ai.sensing.SensorType$$Lambda$2505/0x00000008009a6640 (minecraft@1.20.1)
7840:             1             16  net.minecraft.world.entity.ai.sensing.SensorType$$Lambda$2506/0x00000008009a6a80 (minecraft@1.20.1)
7841:             1             16  net.minecraft.world.entity.ai.sensing.SensorType$$Lambda$2507/0x00000008009a6ed0 (minecraft@1.20.1)
7842:             1             16  net.minecraft.world.entity.ai.sensing.SensorType$$Lambda$2508/0x00000008009a7318 (minecraft@1.20.1)
7843:             1             16  net.minecraft.world.entity.ai.sensing.SensorType$$Lambda$2509/0x00000008009a7538 (minecraft@1.20.1)
7844:             1             16  net.minecraft.world.entity.ai.sensing.SensorType$$Lambda$2510/0x00000008009a7758 (minecraft@1.20.1)
7845:             1             16  net.minecraft.world.entity.ai.sensing.SensorType$$Lambda$2511/0x00000008009a7978 (minecraft@1.20.1)
7846:             1             16  net.minecraft.world.entity.ai.sensing.SensorType$$Lambda$2512/0x00000008009a7dc8 (minecraft@1.20.1)
7847:             1             16  net.minecraft.world.entity.ai.sensing.SensorType$$Lambda$2513/0x00000008009a8218 (minecraft@1.20.1)
7848:             1             16  net.minecraft.world.entity.ai.sensing.SensorType$$Lambda$2514/0x00000008009aa388 (minecraft@1.20.1)
7849:             1             16  net.minecraft.world.entity.ai.sensing.SensorType$$Lambda$2515/0x00000008009aa5a8 (minecraft@1.20.1)
7850:             1             16  net.minecraft.world.entity.ai.village.poi.PoiType$$Lambda$2871/0x0000000800a3c4a0 (minecraft@1.20.1)
7851:             1             16  net.minecraft.world.entity.ai.village.poi.PoiTypes$$Lambda$2872/0x0000000800a3c6f0 (minecraft@1.20.1)
7852:             1             16  net.minecraft.world.entity.ai.village.poi.PoiTypes$$Lambda$2873/0x0000000800a3c930 (minecraft@1.20.1)
7853:             1             16  net.minecraft.world.entity.ai.village.poi.PoiTypes$$Lambda$2874/0x0000000800a3cb80 (minecraft@1.20.1)
7854:             1             16  net.minecraft.world.entity.animal.IronGolem$Crackiness$$Lambda$5916/0x0000000800e8e8d0 (minecraft@1.20.1)
7855:             1             16  net.minecraft.world.entity.animal.MushroomCow$MushroomType$$Lambda$5939/0x0000000800e915a8 (minecraft@1.20.1)
7856:             1             16  net.minecraft.world.entity.animal.Panda$Gene$$Lambda$5920/0x0000000800e8f3a0 (minecraft@1.20.1)
7857:             1             16  net.minecraft.world.entity.animal.Panda$Gene$$Lambda$5921/0x0000000800e8f5c0 (minecraft@1.20.1)
7858:             1             16  net.minecraft.world.entity.animal.axolotl.Axolotl$Variant$$Lambda$5924/0x0000000800e8d1f8 (minecraft@1.20.1)
7859:             1             16  net.minecraft.world.entity.animal.axolotl.Axolotl$Variant$$Lambda$5925/0x0000000800e8d418 (minecraft@1.20.1)
7860:             1             16  net.minecraft.world.entity.animal.horse.Markings$$Lambda$5933/0x0000000800e90440 (minecraft@1.20.1)
7861:             1             16  net.minecraft.world.entity.animal.horse.Variant$$Lambda$5930/0x0000000800e8c9f8 (minecraft@1.20.1)
7862:             1             16  net.minecraft.world.entity.animal.horse.Variant$$Lambda$5931/0x0000000800e8cc18 (minecraft@1.20.1)
7863:             1             16  net.minecraft.world.entity.npc.VillagerProfession$$Lambda$2870/0x0000000800a3c250 (minecraft@1.20.1)
7864:             1             16  net.minecraft.world.entity.npc.VillagerProfession$$Lambda$2877/0x0000000800a3d270 (minecraft@1.20.1)
7865:             1             16  net.minecraft.world.entity.npc.VillagerProfession$$Lambda$2878/0x0000000800a3d4c8 (minecraft@1.20.1)
7866:             1             16  net.minecraft.world.entity.npc.VillagerType$$Lambda$2869/0x0000000800a3be18 (minecraft@1.20.1)
7867:             1             16  net.minecraft.world.entity.player.ChatVisiblity$$Lambda$4412/0x0000000800bfc1f8 (minecraft@1.20.1)
7868:             1             16  net.minecraft.world.entity.schedule.Schedule$$Lambda$2885/0x0000000800a3eaf8 (minecraft@1.20.1)
7869:             1             16  net.minecraft.world.entity.schedule.ScheduleBuilder$$Lambda$2881/0x0000000800a3dfc0 (minecraft@1.20.1)
7870:             1             16  net.minecraft.world.entity.vehicle.Boat$Type$$Lambda$2562/0x00000008009d2818 (minecraft@1.20.1)
7871:             1             16  net.minecraft.world.entity.vehicle.Boat$Type$$Lambda$2563/0x00000008009d2a38 (minecraft@1.20.1)
7872:             1             16  net.minecraft.world.flag.FeatureFlagRegistry$$Lambda$1460/0x00000008006dfd80 (minecraft@1.20.1)
7873:             1             16  net.minecraft.world.flag.FeatureFlagRegistry$$Lambda$1461/0x00000008006c9898 (minecraft@1.20.1)
7874:             1             16  net.minecraft.world.flag.FeatureFlagUniverse (minecraft@1.20.1)
7875:             1             16  net.minecraft.world.inventory.MenuType$$Lambda$2786/0x0000000800a17678 (minecraft@1.20.1)
7876:             1             16  net.minecraft.world.inventory.MenuType$$Lambda$2787/0x0000000800a17898 (minecraft@1.20.1)
7877:             1             16  net.minecraft.world.inventory.MenuType$$Lambda$2788/0x0000000800a17ab8 (minecraft@1.20.1)
7878:             1             16  net.minecraft.world.inventory.MenuType$$Lambda$2789/0x0000000800a17cd8 (minecraft@1.20.1)
7879:             1             16  net.minecraft.world.inventory.MenuType$$Lambda$2790/0x0000000800a14800 (minecraft@1.20.1)
7880:             1             16  net.minecraft.world.inventory.MenuType$$Lambda$2791/0x0000000800a14a20 (minecraft@1.20.1)
7881:             1             16  net.minecraft.world.inventory.MenuType$$Lambda$2792/0x0000000800a14c40 (minecraft@1.20.1)
7882:             1             16  net.minecraft.world.inventory.MenuType$$Lambda$2793/0x0000000800a19008 (minecraft@1.20.1)
7883:             1             16  net.minecraft.world.inventory.MenuType$$Lambda$2794/0x0000000800a19510 (minecraft@1.20.1)
7884:             1             16  net.minecraft.world.inventory.MenuType$$Lambda$2795/0x0000000800a19d08 (minecraft@1.20.1)
7885:             1             16  net.minecraft.world.inventory.MenuType$$Lambda$2796/0x0000000800a1a7e0 (minecraft@1.20.1)
7886:             1             16  net.minecraft.world.inventory.MenuType$$Lambda$2797/0x0000000800a1aef0 (minecraft@1.20.1)
7887:             1             16  net.minecraft.world.inventory.MenuType$$Lambda$2798/0x0000000800a1b6e0 (minecraft@1.20.1)
7888:             1             16  net.minecraft.world.inventory.MenuType$$Lambda$2799/0x0000000800a1b900 (minecraft@1.20.1)
7889:             1             16  net.minecraft.world.inventory.MenuType$$Lambda$2800/0x0000000800a1c3d8 (minecraft@1.20.1)
7890:             1             16  net.minecraft.world.inventory.MenuType$$Lambda$2801/0x0000000800a1c5f8 (minecraft@1.20.1)
7891:             1             16  net.minecraft.world.inventory.MenuType$$Lambda$2802/0x0000000800a1c818 (minecraft@1.20.1)
7892:             1             16  net.minecraft.world.inventory.MenuType$$Lambda$2803/0x0000000800a1d5d8 (minecraft@1.20.1)
7893:             1             16  net.minecraft.world.inventory.MenuType$$Lambda$2804/0x0000000800a1dae8 (minecraft@1.20.1)
7894:             1             16  net.minecraft.world.inventory.MenuType$$Lambda$2805/0x0000000800a1dff0 (minecraft@1.20.1)
7895:             1             16  net.minecraft.world.inventory.MenuType$$Lambda$2806/0x0000000800a1e210 (minecraft@1.20.1)
7896:             1             16  net.minecraft.world.inventory.MenuType$$Lambda$2807/0x0000000800a1e430 (minecraft@1.20.1)
7897:             1             16  net.minecraft.world.inventory.MenuType$$Lambda$2808/0x0000000800a1f638 (minecraft@1.20.1)
7898:             1             16  net.minecraft.world.inventory.MenuType$$Lambda$2809/0x0000000800a1fb40 (minecraft@1.20.1)
7899:             1             16  net.minecraft.world.item.ArmorItem$$Lambda$2552/0x00000008009d0ad0 (minecraft@1.20.1)
7900:             1             16  net.minecraft.world.item.ArmorItem$1 (minecraft@1.20.1)
7901:             1             16  net.minecraft.world.item.ArmorMaterials$$Lambda$2564/0x00000008009d2f10 (minecraft@1.20.1)
7902:             1             16  net.minecraft.world.item.ArmorMaterials$$Lambda$2565/0x00000008009d33e0 (minecraft@1.20.1)
7903:             1             16  net.minecraft.world.item.ArmorMaterials$$Lambda$2567/0x00000008009d3a58 (minecraft@1.20.1)
7904:             1             16  net.minecraft.world.item.ArmorMaterials$$Lambda$2568/0x00000008009d3c88 (minecraft@1.20.1)
7905:             1             16  net.minecraft.world.item.ArmorMaterials$$Lambda$2569/0x00000008009d6000 (minecraft@1.20.1)
7906:             1             16  net.minecraft.world.item.ArmorMaterials$$Lambda$2570/0x00000008009d6230 (minecraft@1.20.1)
7907:             1             16  net.minecraft.world.item.ArmorMaterials$$Lambda$2571/0x00000008009d6450 (minecraft@1.20.1)
7908:             1             16  net.minecraft.world.item.ArmorMaterials$$Lambda$2572/0x00000008009d6680 (minecraft@1.20.1)
7909:             1             16  net.minecraft.world.item.ArmorMaterials$$Lambda$2573/0x00000008009d68a0 (minecraft@1.20.1)
7910:             1             16  net.minecraft.world.item.ArmorMaterials$$Lambda$2574/0x00000008009d6ad0 (minecraft@1.20.1)
7911:             1             16  net.minecraft.world.item.ArmorMaterials$$Lambda$2575/0x00000008009d6cf0 (minecraft@1.20.1)
7912:             1             16  net.minecraft.world.item.ArmorMaterials$$Lambda$2576/0x00000008009d6f20 (minecraft@1.20.1)
7913:             1             16  net.minecraft.world.item.ArmorMaterials$$Lambda$2577/0x00000008009d7140 (minecraft@1.20.1)
7914:             1             16  net.minecraft.world.item.ArmorMaterials$$Lambda$2578/0x00000008009d7370 (minecraft@1.20.1)
7915:             1             16  net.minecraft.world.item.ArmorMaterials$$Lambda$2579/0x00000008009d7980 (minecraft@1.20.1)
7916:             1             16  net.minecraft.world.item.ArmorMaterials$$Lambda$2580/0x00000008009d7ba0 (minecraft@1.20.1)
7917:             1             16  net.minecraft.world.item.BoatItem$$Lambda$2561/0x00000008009d2170 (minecraft@1.20.1)
7918:             1             16  net.minecraft.world.item.CreativeModeTab$Builder$$Lambda$4197/0x0000000800b7bc40 (minecraft@1.20.1)
7919:             1             16  net.minecraft.world.item.CreativeModeTab$Builder$$Lambda$4198/0x0000000800b7be60 (minecraft@1.20.1)
7920:             1             16  net.minecraft.world.item.CreativeModeTab$Builder$$Lambda$4199/0x0000000800b7c4c0 (minecraft@1.20.1)
7921:             1             16  net.minecraft.world.item.CreativeModeTabs$$Lambda$4193/0x0000000800b7a8b0 (minecraft@1.20.1)
7922:             1             16  net.minecraft.world.item.CreativeModeTabs$$Lambda$4194/0x0000000800b7aaf0 (minecraft@1.20.1)
7923:             1             16  net.minecraft.world.item.CreativeModeTabs$$Lambda$4195/0x0000000800b7ad10 (minecraft@1.20.1)
7924:             1             16  net.minecraft.world.item.CreativeModeTabs$$Lambda$4200/0x0000000800b7c700 (minecraft@1.20.1)
7925:             1             16  net.minecraft.world.item.CreativeModeTabs$$Lambda$4201/0x0000000800b7c920 (minecraft@1.20.1)
7926:             1             16  net.minecraft.world.item.CreativeModeTabs$$Lambda$4202/0x0000000800b7cf90 (minecraft@1.20.1)
7927:             1             16  net.minecraft.world.item.CreativeModeTabs$$Lambda$4203/0x0000000800b7d1b0 (minecraft@1.20.1)
7928:             1             16  net.minecraft.world.item.CreativeModeTabs$$Lambda$4204/0x0000000800b7d3d0 (minecraft@1.20.1)
7929:             1             16  net.minecraft.world.item.CreativeModeTabs$$Lambda$4205/0x0000000800b7d5f0 (minecraft@1.20.1)
7930:             1             16  net.minecraft.world.item.CreativeModeTabs$$Lambda$4206/0x0000000800b7d810 (minecraft@1.20.1)
7931:             1             16  net.minecraft.world.item.CreativeModeTabs$$Lambda$4207/0x0000000800b7da30 (minecraft@1.20.1)
7932:             1             16  net.minecraft.world.item.CreativeModeTabs$$Lambda$4208/0x0000000800b7dc50 (minecraft@1.20.1)
7933:             1             16  net.minecraft.world.item.CreativeModeTabs$$Lambda$4209/0x0000000800b7de70 (minecraft@1.20.1)
7934:             1             16  net.minecraft.world.item.CreativeModeTabs$$Lambda$4210/0x0000000800b7e090 (minecraft@1.20.1)
7935:             1             16  net.minecraft.world.item.CreativeModeTabs$$Lambda$4211/0x0000000800b7e2b0 (minecraft@1.20.1)
7936:             1             16  net.minecraft.world.item.CreativeModeTabs$$Lambda$4212/0x0000000800b7e4d0 (minecraft@1.20.1)
7937:             1             16  net.minecraft.world.item.CreativeModeTabs$$Lambda$4213/0x0000000800b7e6f8 (minecraft@1.20.1)
7938:             1             16  net.minecraft.world.item.CreativeModeTabs$$Lambda$4214/0x0000000800b7e918 (minecraft@1.20.1)
7939:             1             16  net.minecraft.world.item.CreativeModeTabs$$Lambda$4215/0x0000000800b7eb38 (minecraft@1.20.1)
7940:             1             16  net.minecraft.world.item.CreativeModeTabs$$Lambda$4216/0x0000000800b7ed58 (minecraft@1.20.1)
7941:             1             16  net.minecraft.world.item.CreativeModeTabs$$Lambda$4217/0x0000000800b7ef78 (minecraft@1.20.1)
7942:             1             16  net.minecraft.world.item.CreativeModeTabs$$Lambda$4218/0x0000000800b7f198 (minecraft@1.20.1)
7943:             1             16  net.minecraft.world.item.CreativeModeTabs$$Lambda$4219/0x0000000800b7f3b8 (minecraft@1.20.1)
7944:             1             16  net.minecraft.world.item.CreativeModeTabs$$Lambda$4220/0x0000000800b7f5d8 (minecraft@1.20.1)
7945:             1             16  net.minecraft.world.item.CreativeModeTabs$$Lambda$4221/0x0000000800b7f7f8 (minecraft@1.20.1)
7946:             1             16  net.minecraft.world.item.CreativeModeTabs$$Lambda$4222/0x0000000800b7fa18 (minecraft@1.20.1)
7947:             1             16  net.minecraft.world.item.CreativeModeTabs$$Lambda$4223/0x0000000800b7fc38 (minecraft@1.20.1)
7948:             1             16  net.minecraft.world.item.CreativeModeTabs$$Lambda$4224/0x0000000800b84000 (minecraft@1.20.1)
7949:             1             16  net.minecraft.world.item.CreativeModeTabs$$Lambda$4225/0x0000000800b84220 (minecraft@1.20.1)
7950:             1             16  net.minecraft.world.item.DyeColor$$Lambda$1498/0x000000080072a650 (minecraft@1.20.1)
7951:             1             16  net.minecraft.world.item.DyeColor$$Lambda$1500/0x000000080072b2e8 (minecraft@1.20.1)
7952:             1             16  net.minecraft.world.item.DyeColor$$Lambda$1501/0x000000080072b528 (minecraft@1.20.1)
7953:             1             16  net.minecraft.world.item.DyeColor$$Lambda$1502/0x000000080072b768 (minecraft@1.20.1)
7954:             1             16  net.minecraft.world.item.HoeItem$$Lambda$2591/0x00000008009d8c70 (minecraft@1.20.1)
7955:             1             16  net.minecraft.world.item.HoeItem$$Lambda$2593/0x00000008009d90f8 (minecraft@1.20.1)
7956:             1             16  net.minecraft.world.item.HoeItem$$Lambda$2594/0x00000008009d9348 (minecraft@1.20.1)
7957:             1             16  net.minecraft.world.item.HoeItem$$Lambda$2595/0x00000008009d9598 (minecraft@1.20.1)
7958:             1             16  net.minecraft.world.item.HoeItem$$Lambda$2596/0x00000008009d97e8 (minecraft@1.20.1)
7959:             1             16  net.minecraft.world.item.HoneycombItem$$Lambda$2601/0x00000008009dca20 (minecraft@1.20.1)
7960:             1             16  net.minecraft.world.item.HoneycombItem$$Lambda$2602/0x00000008009dcc58 (minecraft@1.20.1)
7961:             1             16  net.minecraft.world.item.Instrument$$Lambda$4188/0x0000000800b79d70 (minecraft@1.20.1)
7962:             1             16  net.minecraft.world.item.Instrument$$Lambda$4189/0x0000000800b79fb0 (minecraft@1.20.1)
7963:             1             16  net.minecraft.world.item.Instrument$$Lambda$4190/0x0000000800b7a1f0 (minecraft@1.20.1)
7964:             1             16  net.minecraft.world.item.Instrument$$Lambda$4191/0x0000000800b7a430 (minecraft@1.20.1)
7965:             1             16  net.minecraft.world.item.Instrument$$Lambda$4192/0x0000000800b7a670 (minecraft@1.20.1)
7966:             1             16  net.minecraft.world.item.ItemDisplayContext$$Lambda$5533/0x0000000800e05690 (minecraft@1.20.1)
7967:             1             16  net.minecraft.world.item.ItemDisplayContext$$Lambda$5534/0x0000000800e058b0 (minecraft@1.20.1)
7968:             1             16  net.minecraft.world.item.ItemDisplayContext$$Lambda$5535/0x0000000800e05ad0 (minecraft@1.20.1)
7969:             1             16  net.minecraft.world.item.ItemStack$$Lambda$2608/0x00000008009e06d0 (minecraft@1.20.1)
7970:             1             16  net.minecraft.world.item.ItemStack$$Lambda$2609/0x00000008009e0910 (minecraft@1.20.1)
7971:             1             16  net.minecraft.world.item.ItemStack$$Lambda$2610/0x00000008009e0b50 (minecraft@1.20.1)
7972:             1             16  net.minecraft.world.item.ItemStack$$Lambda$2611/0x00000008009e0d90 (minecraft@1.20.1)
7973:             1             16  net.minecraft.world.item.ItemStack$$Lambda$2612/0x00000008009e0fd0 (minecraft@1.20.1)
7974:             1             16  net.minecraft.world.item.ItemStack$$Lambda$2613/0x00000008009e1210 (minecraft@1.20.1)
7975:             1             16  net.minecraft.world.item.ItemStackLinkedSet$1 (minecraft@1.20.1)
7976:             1             16  net.minecraft.world.item.MinecartItem$1 (minecraft@1.20.1)
7977:             1             16  net.minecraft.world.item.ProjectileWeaponItem$$Lambda$2582/0x00000008009d5bd0 (minecraft@1.20.1)
7978:             1             16  net.minecraft.world.item.ProjectileWeaponItem$$Lambda$2583/0x00000008009d4800 (minecraft@1.20.1)
7979:             1             16  net.minecraft.world.item.Tiers$$Lambda$2585/0x00000008009d4ce8 (minecraft@1.20.1)
7980:             1             16  net.minecraft.world.item.Tiers$$Lambda$2586/0x00000008009d4400 (minecraft@1.20.1)
7981:             1             16  net.minecraft.world.item.Tiers$$Lambda$2587/0x00000008009d8000 (minecraft@1.20.1)
7982:             1             16  net.minecraft.world.item.Tiers$$Lambda$2588/0x00000008009d8220 (minecraft@1.20.1)
7983:             1             16  net.minecraft.world.item.Tiers$$Lambda$2589/0x00000008009d8440 (minecraft@1.20.1)
7984:             1             16  net.minecraft.world.item.Tiers$$Lambda$2590/0x00000008009d8660 (minecraft@1.20.1)
7985:             1             16  net.minecraft.world.item.alchemy.PotionBrewing$$Lambda$2603/0x00000008009df270 (minecraft@1.20.1)
7986:             1             16  net.minecraft.world.item.crafting.Ingredient$$Lambda$2604/0x00000008009dfab8 (minecraft@1.20.1)
7987:             1             16  net.minecraft.world.item.crafting.Ingredient$$Lambda$2605/0x00000008009dfcd8 (minecraft@1.20.1)
7988:             1             16  net.minecraft.world.item.crafting.Ingredient$$Lambda$2606/0x00000008009e0000 (minecraft@1.20.1)
7989:             1             16  net.minecraft.world.item.crafting.Ingredient$$Lambda$2607/0x00000008009e0490 (minecraft@1.20.1)
7990:             1             16  net.minecraft.world.item.crafting.RecipeSerializer$$Lambda$2810/0x0000000800a214a8 (minecraft@1.20.1)
7991:             1             16  net.minecraft.world.item.crafting.RecipeSerializer$$Lambda$2811/0x0000000800a21a38 (minecraft@1.20.1)
7992:             1             16  net.minecraft.world.item.crafting.RecipeSerializer$$Lambda$2812/0x0000000800a21fc0 (minecraft@1.20.1)
7993:             1             16  net.minecraft.world.item.crafting.RecipeSerializer$$Lambda$2813/0x0000000800a22ba0 (minecraft@1.20.1)
7994:             1             16  net.minecraft.world.item.crafting.RecipeSerializer$$Lambda$2814/0x0000000800a23128 (minecraft@1.20.1)
7995:             1             16  net.minecraft.world.item.crafting.RecipeSerializer$$Lambda$2815/0x0000000800a236b0 (minecraft@1.20.1)
7996:             1             16  net.minecraft.world.item.crafting.RecipeSerializer$$Lambda$2816/0x0000000800a23c38 (minecraft@1.20.1)
7997:             1             16  net.minecraft.world.item.crafting.RecipeSerializer$$Lambda$2817/0x0000000800a241c0 (minecraft@1.20.1)
7998:             1             16  net.minecraft.world.item.crafting.RecipeSerializer$$Lambda$2818/0x0000000800a24750 (minecraft@1.20.1)
7999:             1             16  net.minecraft.world.item.crafting.RecipeSerializer$$Lambda$2819/0x0000000800a24cd8 (minecraft@1.20.1)
8000:             1             16  net.minecraft.world.item.crafting.RecipeSerializer$$Lambda$2820/0x0000000800a25260 (minecraft@1.20.1)
8001:             1             16  net.minecraft.world.item.crafting.RecipeSerializer$$Lambda$2821/0x0000000800a257e8 (minecraft@1.20.1)
8002:             1             16  net.minecraft.world.item.crafting.RecipeSerializer$$Lambda$2822/0x0000000800a25d70 (minecraft@1.20.1)
8003:             1             16  net.minecraft.world.item.crafting.RecipeSerializer$$Lambda$2823/0x0000000800a26ca8 (minecraft@1.20.1)
8004:             1             16  net.minecraft.world.item.crafting.RecipeSerializer$$Lambda$2824/0x0000000800a271e0 (minecraft@1.20.1)
